order_id,customer_id,order_datetime,payment_method,channel,order_status
ORD00730,CUS0119,2025-09-16 11:55:58,Cash,Online,Completed
ORD00731,CUS0185,2025-11-21 11:01:45,Credit Card,Offline,Completed
ORD00732,CUS0281,2025-10-09 22:15:42,E-Wallet,Online,Completed
ORD00733,CUS0083,2025-11-08 22:22:08,E-Wallet,Online,Completed
ORD00734,CUS0227,2025-11-25 09:19:45,Credit Card,Online,Completed
ORD00735,CUS0488,2025-08-05 20:24:56,E-Wallet,Offline,Completed
ORD00736,CUS0135,2025-02-11 01:04:50,Cash,Online,Completed
ORD00737,CUS0288,2025-09-07 15:00:37,Credit Card,Online,Completed
ORD00738,CUS0205,2025-09-23 01:41:27,Credit Card,Online,Completed
ORD00739,CUS0492,2025-01-08 13:04:24,E-Wallet,Offline,Completed
ORD00740,CUS0360,2025-12-23 05:22:35,Credit Card,Offline,Completed
ORD00741,CUS0308,2025-11-08 16:20:08,Credit Card,Offline,Completed
ORD00742,CUS0130,2025-08-29 00:13:45,Credit Card,Online,Completed
ORD00743,CUS0215,2025-02-21 13:18:25,Cash,Online,Completed
ORD00744,CUS0495,2025-07-01 05:03:44,E-Wallet,Offline,Completed
ORD00745,CUS0422,2025-03-30 22:47:49,Credit Card,Offline,Completed
ORD00746,CUS0135,2025-09-27 17:29:04,E-Wallet,Online,Completed
ORD00747,CUS0382,2025-12-21 06:39:59,E-Wallet,Online,Completed
ORD00748,CUS0296,2025-05-11 19:53:32,E-Wallet,Online,Completed
ORD00749,CUS0181,2025-09-28 22:46:25,Cash,Offline,Completed
ORD00750,CUS0433,2025-03-12 13:24:16,Cash,Offline,Completed
ORD00751,CUS0009,2025-12-14 13:15:31,Credit Card,Offline,Completed
ORD00752,CUS0398,2025-08-21 11:58:41,Cash,Offline,Completed
ORD00753,CUS0380,2025-12-18 10:11:52,Credit Card,Offline,Completed
ORD00754,CUS0003,2025-11-16 06:43:49,Credit Card,Offline,Completed
ORD00755,CUS0431,2025-09-05 02:00:36,E-Wallet,Offline,Completed
ORD00756,CUS0099,2025-11-24 07:35:52,Credit Card,Offline,Completed
ORD00757,CUS0324,2025-06-13 12:49:01,Cash,Offline,Completed
ORD00758,CUS0395,2025-12-15 19:45:44,Credit Card,Online,Completed
ORD00759,CUS0376,2025-07-11 19:03:30,E-Wallet,Online,Completed
ORD00760,CUS0414,2025-04-07 13:44:32,E-Wallet,Offline,Completed
ORD00761,CUS0322,2025-09-05 04:19:25,Cash,Online,Completed
ORD00762,CUS0063,2025-11-20 05:31:24,Credit Card,Online,Completed
ORD00763,CUS0408,2025-05-23 08:00:18,E-Wallet,Online,Completed
ORD00764,CUS0193,2025-06-01 21:28:58,Cash,Offline,Completed
ORD00765,CUS0248,2025-12-28 19:05:32,Credit Card,Online,Completed
ORD00766,CUS0187,2025-04-23 14:14:53,Credit Card,Online,Completed
ORD00767,CUS0373,2025-01-15 23:02:57,E-Wallet,Online,Completed
ORD00768,CUS0254,2025-07-09 07:23:56,Cash,Offline,Completed
ORD00769,CUS0301,2025-05-05 22:50:43,Credit Card,Offline,Completed
ORD00770,CUS0383,2025-08-11 21:38:30,E-Wallet,Offline,Completed
ORD00771,CUS0291,2025-06-07 18:42:11,E-Wallet,Offline,Completed
ORD00772,CUS0491,2025-06-15 15:07:18,Cash,Offline,Completed
ORD00773,CUS0184,2025-12-19 09:47:05,Credit Card,Online,Completed
ORD00774,CUS0164,2025-10-16 09:53:12,Cash,Online,Completed
ORD00775,CUS0270,2025-04-15 23:32:13,Credit Card,Online,Completed
ORD00776,CUS0253,2025-12-19 21:17:20,Credit Card,Offline,Completed
ORD00777,CUS0146,2025-07-01 14:37:35,Cash,Online,Completed
ORD00778,CUS0431,2025-09-07 12:45:40,Credit Card,Offline,Completed
ORD00779,CUS0241,2025-06-19 17:44:57,E-Wallet,Online,Completed
ORD00780,CUS0202,2025-02-24 16:23:22,Cash,Offline,Completed
ORD00781,CUS0166,2025-12-18 20:50:31,Credit Card,Offline,Completed
ORD00782,CUS0479,2025-08-16 01:28:27,E-Wallet,Online,Completed
ORD00783,CUS0039,2025-08-30 19:30:08,E-Wallet,Offline,Completed
ORD00784,CUS0495,2025-04-21 12:38:52,Cash,Offline,Completed
ORD00785,CUS0136,2025-04-15 22:14:20,Cash,Offline,Completed
ORD00786,CUS0125,2025-10-19 02:55:20,Cash,Online,Completed
ORD00787,CUS0111,2025-01-06 16:12:54,E-Wallet,Offline,Completed
ORD00788,CUS0264,2025-01-15 21:45:58,E-Wallet,Offline,Completed
ORD00789,CUS0400,2025-04-14 00:26:20,Credit Card,Offline,Completed
ORD00790,CUS0158,2025-08-04 21:04:25,Credit Card,Online,Completed
ORD00791,CUS0282,2025-01-20 08:41:47,E-Wallet,Online,Completed
ORD00792,CUS0476,2025-04-22 07:39:23,Credit Card,Offline,Completed
ORD00793,CUS0026,2025-06-06 15:18:00,Credit Card,Online,Completed
ORD00794,CUS0142,2025-08-29 07:58:22,Cash,Online,Completed
ORD00795,CUS0306,2025-01-01 05:36:21,Cash,Offline,Completed
ORD00796,CUS0359,2025-04-02 12:31:21,Cash,Offline,Completed
ORD00797,CUS0073,2025-05-08 11:30:23,Cash,Online,Completed
ORD00798,CUS0243,2025-04-14 02:36:27,E-Wallet,Online,Completed
ORD00799,CUS0149,2025-11-09 16:18:57,Cash,Online,Completed
ORD00800,CUS0172,2025-08-31 04:17:16,E-Wallet,Offline,Completed
